Entity_Count,Naive_ms,Tree_ms,Mesh_ms,Hybrid_ms
10000,9.293080000000487,21.222117799999296,15.85488009999807,17.197158199999052
50000,39.202629599995475,36.63259789999955,23.08406580000053,29.99727069999949
100000,116.55240800000396,75.99730279999903,37.22564069999805,59.58414720000036
500000,DNF,1283.0570114000097,724.7433972999971,1447.0765756999895
