Entity_Count,Naive_ms,Tree_ms,Tree_MSE,Mesh_ms,Mesh_MSE,Hybrid_ms,Hybrid_MSE
10000,9.281684199999951,18.091002400000633,49.474785,14.934265400002289,49.931198,16.333915899998885,49.723793
50000,37.53934450000074,36.65158320000046,48.764317,25.200353200001757,48.862045,27.514026200000785,48.794830
100000,121.15989240000147,78.17937019999874,47.860748,39.655281900000716,47.946835,60.597631099999205,47.804020
500000,2783.0982930000037,1348.8852812999964,41.856838,755.257681599997,41.565788,1512.164257400005,41.580112
1000000,10527.18037175,5283.921454000008,45.134426,2682.134340750011,44.945431,6209.754700249989,44.985489
